Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,Work Hours per Week,Sleep Hours,Work-Life Balance Score,Manager Support Score,Deadline Pressure Score,Team Size,Recognition Frequency,Rango_Descanso
Female,Service,No,4,6,6.1,0.6,54,6.2,1,2,5,4,0,6.5
Female,Service,No,0,1,0.6,0.0,39,7.0,4,5,3,6,2,7.0
Male,Service,No,4,7,7.3,0.75,58,6.3,2,2,4,7,0,6.5
Female,Service,No,3,6,8.5,0.65,53,5.0,2,2,5,12,0,5.0
Male,Service,Yes,1,2,5.1,0.29,42,6.4,4,5,1,18,4,6.5
Female,Service,Yes,2,3,6.5,0.45,53,5.1,1,2,5,17,1,5.5
Female,Service,No,3,6,8.0,0.69,57,6.3,1,3,5,4,1,6.5
Female,Service,No,1,4,5.9,0.43,52,5.8,2,2,5,18,1,6.0
Male,Service,Yes,1,3,5.2,0.45,57,5.3,2,2,4,15,0,5.5
Male,Service,No,2,5,5.8,0.39,43,6.9,3,3,3,8,3,7.0
Female,Service,Yes,2,4,5.0,0.37,44,6.7,3,5,3,8,4,7.0
Female,Service,Yes,1,1,3.2,0.22,39,7.3,5,4,1,4,2,7.5
Female,Service,No,2,5,6.5,0.63,50,5.6,1,2,4,15,0,6.0
Male,Product,No,4,8,6.5,0.52,57,4.8,2,2,4,14,0,5.0
Female,Product,Yes,0,0,3.1,0.11,37,7.0,3,4,3,15,5,7.0
Female,Product,No,3,6,5.9,0.42,53,5.7,2,1,5,4,0,6.0
Female,Service,No,1,2,3.7,0.22,38,7.1,5,4,1,4,5,7.5
Male,Service,No,2,5,5.7,0.53,55,5.2,2,2,5,17,0,5.5
Male,Service,No,3,7,6.5,0.52,49,6.2,2,2,5,7,0,6.5
Female,Service,Yes,1,2,2.4,0.19,40,6.9,5,3,2,17,4,7.0
Male,Product,Yes,3,6,7.7,0.56,50,5.7,1,1,4,8,0,6.0
Female,Product,Yes,3,5,6.3,0.5,57,6.0,2,3,5,15,1,6.0
Male,Product,No,3,4,7.0,0.5,50,5.1,1,2,5,14,0,5.5
Female,Service,Yes,1,4,4.8,0.38,41,6.6,4,3,1,14,5,7.0
Male,Service,No,2,4,6.311852254718917,0.51,54,4.8,1,2,5,18,1,5.0
Male,Service,Yes,2,4,3.9,0.24,41,6.5,3,3,1,4,4,6.5
Female,Service,Yes,2,5,4.4,0.36,35,7.2,3,4,1,7,3,7.5
Female,Service,Yes,2,3,4.6,0.39,41,6.5,5,4,1,3,4,6.5
Female,Service,Yes,1,2,4.4,0.27,43,6.3,3,4,1,17,5,6.5
Female,Service,No,2,5,4.5,0.37,37,6.8,4,3,2,14,4,7.0
Female,Product,No,3,5,6.5,0.57,57,5.7,2,3,5,9,1,6.0
Female,Product,No,1,4,4.6,0.32,43,6.2,5,3,1,4,5,6.5
Male,Product,Yes,3,5,5.4,0.45,55,6.2,1,3,5,6,0,6.5
Female,Service,Yes,2,5,7.9,0.64,51,5.3,1,1,4,18,1,5.5
Female,Service,No,4,8,6.5,0.55,48,5.8,1,1,5,3,1,6.0
Male,Product,Yes,1,3,5.1,0.37,42,6.5,4,3,2,19,4,6.5
Male,Service,No,2,6,6.7,0.54,48,5.4,1,3,5,10,0,5.5
Female,Service,Yes,1,2,2.1,0.17,40,7.0,5,3,3,10,2,7.0
Female,Service,No,2,4,4.8,0.41,51,5.2,2,3,5,4,1,5.5
Female,Service,No,2,6,6.0,0.54,56,5.5,1,1,5,19,1,5.5
Male,Service,Yes,4,8,6.924149212958905,0.59,58,5.6,1,2,4,16,1,6.0
Male,Product,Yes,3,8,7.9,0.7,59,5.4,2,1,4,18,1,5.5
Male,Service,Yes,3,7,7.3,0.75,51,6.5,2,2,4,5,0,6.5
Male,Service,No,5,8,9.1,0.79,56,5.1,1,2,5,17,1,5.5
Female,Service,No,3,5,7.1,0.57,49,5.5,1,3,4,3,1,5.5
Male,Service,Yes,1,2,3.5,0.25,41,6.0,5,4,1,9,5,6.0
Male,Service,No,3,6,8.3,0.73,56,5.9,1,3,4,10,1,6.0
Male,Service,Yes,4,7,9.5,0.86,55,5.3,2,2,5,8,0,5.5
Male,Service,Yes,3,6,8.8,0.89,55,5.7,2,1,5,12,0,6.0
Female,Product,No,0,1,2.8,0.2,37,6.8,4,5,2,19,3,7.0
Male,Service,No,3,6,7.2,0.62,56,5.0,1,1,4,15,0,5.0
Female,Service,Yes,2,4,6.3,0.43,51,5.8,1,3,4,10,0,6.0
Male,Product,No,3,6,6.7018083357142455,0.56,51,5.2,1,2,4,7,0,5.5
Female,Product,Yes,4,8,9.0,0.81,57,4.2,1,2,5,13,1,4.5
Female,Product,No,3,5,6.836817234983665,0.57,54,6.2,1,1,4,6,1,6.5
Female,Service,Yes,3,5,6.4,0.45,53,5.6,1,1,5,12,0,6.0
Male,Service,Yes,0,1,3.2,0.18,38,8.1,3,5,3,13,3,8.5
Female,Service,No,2,6,7.3,0.58,59,4.9,2,2,5,10,0,5.0
Female,Service,No,5,9,8.9,0.82,54,5.4,1,1,4,6,1,5.5
Female,Product,Yes,1,3,4.9,0.44,53,6.1,1,3,5,7,0,6.5
Female,Service,No,1,2,5.7,0.37,35,7.4,3,4,3,16,3,7.5
Female,Service,Yes,2,4,7.1,0.65,48,5.6,2,1,5,12,0,6.0
Male,Service,No,4,7,7.5,0.65,51,5.2,1,2,4,12,1,5.5
Female,Service,No,4,8,9.7,0.86,55,6.0,2,2,4,17,1,6.0
Female,Service,No,3,6,7.8,0.61,58,5.6,2,3,4,9,1,6.0
Female,Service,No,2,5,7.1,0.55,48,5.1,1,2,4,13,1,5.5
Female,Service,No,3,6,7.727687649255898,0.67,49,5.9,2,2,4,11,0,6.0
Female,Service,Yes,1,4,5.4,0.46,51,5.3,2,3,5,4,0,5.5
Male,Service,Yes,2,3,4.3,0.25,39,6.7,5,5,1,10,5,7.0
Female,Product,Yes,2,3,3.1,0.25,41,6.4,3,5,3,10,4,6.5
Female,Service,No,3,6,7.0,0.67,58,5.5,1,2,4,8,1,5.5
Male,Service,Yes,2,3,3.7976829814833706,0.24,39,7.4,3,3,3,9,3,7.5
Male,Service,No,1,5,6.2,0.55,53,5.4,2,3,5,15,1,5.5
Female,Product,Yes,3,6,7.3,0.56,53,6.3,1,1,5,14,1,6.5
Female,Product,Yes,3,5,7.694962562529172,0.66,48,5.6,1,2,5,5,0,6.0
Female,Product,No,0,1,3.9781330042192424,0.26,39,6.6,3,5,1,19,4,7.0
Male,Service,No,4,7,8.8,0.71,55,5.3,2,2,4,17,0,5.5
Female,Service,No,2,5,5.6,0.52,52,5.4,1,1,4,3,1,5.5
Female,Product,Yes,0,1,3.0,0.1,42,7.0,4,5,3,16,4,7.0
Female,Service,Yes,2,4,5.0,0.26,39,7.2,5,5,3,13,4,7.5
Female,Service,Yes,2,3,7.1,0.49,49,5.1,2,1,4,19,0,5.5
Male,Service,No,3,5,4.1,0.35,43,7.0,3,3,1,18,4,7.0
Female,Service,No,3,6,6.7,0.61,56,5.9,1,1,4,19,0,6.0
Female,Product,Yes,0,1,3.9,0.25,36,7.4,3,3,2,5,2,7.5
Female,Service,Yes,3,7,6.8,0.58,49,5.4,2,3,5,9,1,5.5
Male,Product,Yes,1,3,4.2,0.28,41,6.9,5,4,2,13,5,7.0
Female,Product,Yes,3,4,5.7,0.5,51,5.2,2,1,4,13,1,5.5
Female,Service,Yes,2,2,3.6,0.25,37,7.3,5,4,1,7,3,7.5
Male,Product,Yes,1,3,5.9,0.44,56,6.2,1,2,5,5,1,6.5
Male,Product,Yes,3,4,7.0,0.48,53,5.8,2,2,4,12,0,6.0
Male,Product,No,3,4,5.0,0.38,38,6.4,4,5,2,16,3,6.5
Female,Service,Yes,0,1,2.3,0.16,39,7.3,4,4,3,8,5,7.5
Male,Service,No,2,5,4.2,0.34,41,7.6,3,5,1,7,4,8.0
Female,Service,Yes,2,4,6.2,0.56,48,6.7,1,1,5,3,1,7.0
Male,Service,Yes,1,3,5.1,0.3,39,6.1,3,5,2,17,4,6.5
Female,Service,Yes,1,3,4.9,0.4,40,6.3,3,4,2,5,3,6.5
Female,Service,Yes,3,5,5.8,0.49,51,5.9,1,2,4,6,0,6.0
Male,Service,No,3,6,7.4,0.61,51,4.8,1,3,5,7,0,5.0
Male,Service,Yes,3,4,4.9,0.43,56,5.2,1,3,4,11,0,5.5
Male,Service,No,4,7,7.525432182013191,0.65,56,5.2,1,2,4,11,1,5.5
Male,Service,No,2,4,7.505491007595033,0.64,59,5.5,1,3,4,18,0,5.5
Female,Service,No,3,7,6.8,0.54,58,6.1,2,2,5,15,1,6.5
Male,Product,Yes,1,3,5.9,0.41,50,5.3,1,2,5,5,1,5.5
Female,Product,Yes,3,5,7.1,0.64,56,5.1,1,1,5,9,0,5.5
Female,Service,Yes,3,5,4.6,0.37,38,7.2,4,5,2,17,3,7.5
Male,Product,No,3,8,8.036127096406595,0.71,49,4.9,2,3,5,10,0,5.0
Male,Product,No,4,7,8.9,0.75,53,6.1,1,2,4,11,1,6.5
Male,Product,Yes,1,3,3.9,0.31,41,6.8,3,5,2,8,2,7.0
Male,Service,Yes,1,3,4.0,0.24,36,6.8,3,4,2,5,5,7.0
Male,Service,No,3,6,6.2,0.54,57,4.6,2,2,5,10,0,5.0
Male,Product,Yes,3,6,6.6,0.48,55,6.0,1,1,5,13,1,6.0
Male,Service,Yes,2,4,5.7,0.43,49,5.6,2,2,4,13,0,6.0
Female,Service,No,0,1,0.6,0.0,41,6.3,4,5,3,13,3,6.5
Female,Service,Yes,1,2,6.0,0.48,58,5.6,2,2,4,6,1,6.0
Female,Service,Yes,2,4,5.7,0.38,36,7.0,5,3,2,8,5,7.0
Female,Service,Yes,2,4,5.0,0.38,44,6.1,5,3,2,8,5,6.5
Female,Service,No,2,2,3.6,0.23,37,7.1,3,3,1,12,3,7.5
Female,Product,Yes,2,4,7.8,0.69,49,6.0,1,3,5,13,0,6.0
Male,Service,Yes,0,1,3.5,0.23,39,7.4,4,3,3,15,4,7.5
Male,Service,Yes,0,1,2.7,0.1,40,5.8,3,3,3,3,2,6.0
Male,Service,No,4,9,7.7,0.81,59,5.3,2,1,4,12,0,5.5
Female,Product,Yes,4,7,7.2,0.63,55,5.7,1,3,4,12,1,6.0
Male,Service,No,1,2,5.7,0.39,35,5.6,3,3,1,5,5,6.0
Male,Service,No,3,6,7.0,0.53,55,5.2,1,3,5,19,0,5.5
Female,Service,No,3,7,6.3,0.59,53,5.9,2,2,4,7,0,6.0
Male,Product,No,3,7,8.1,0.61,53,4.8,1,3,5,18,1,5.0
Female,Service,No,1,1,3.4,0.18,39,7.2,5,5,3,5,3,7.5
Female,Service,Yes,1,3,6.2,0.42,48,5.0,2,3,4,9,0,5.0
Male,Service,No,4,7,8.2,0.73,50,4.5,2,2,5,18,0,4.5
Male,Product,No,4,6,7.7,0.69,50,5.4,1,3,4,11,1,5.5
Female,Product,No,2,5,6.2,0.45,56,5.1,1,2,5,3,1,5.5
Female,Service,No,3,7,7.7,0.58,59,5.4,2,2,4,13,0,5.5
Female,Service,Yes,2,2,4.6,0.22,37,7.2,5,4,1,13,5,7.5
Male,Service,No,4,7,6.704906013872128,0.56,58,5.9,1,3,5,13,0,6.0
Female,Product,No,0,1,3.1,0.25,40,8.5,3,3,2,4,4,8.5
Female,Product,No,2,4,2.7,0.15,38,8.1,5,3,3,3,2,8.5
Male,Product,Yes,1,2,5.7,0.33,38,6.2,3,4,2,11,3,6.5
Female,Service,Yes,1,4,4.2,0.37,41,6.6,4,5,1,16,5,7.0
Female,Service,No,4,7,9.1,0.75,51,5.1,2,1,4,19,0,5.5
Male,Service,Yes,1,2,5.2,0.3,40,7.4,4,4,3,15,4,7.5
Female,Service,Yes,1,1,4.2,0.2,35,7.7,3,4,2,7,2,8.0
Male,Product,No,3,5,7.9,0.68,57,5.3,2,1,4,11,1,5.5
Female,Service,Yes,1,4,5.33440992944833,0.41,48,5.5,1,1,4,13,0,5.5
Male,Service,Yes,2,4,6.3,0.47,49,6.1,1,1,5,10,0,6.5
Male,Service,No,0,1,3.0,0.17,42,7.5,4,4,2,7,2,7.5
Female,Product,No,2,6,6.8,0.63,57,5.4,1,2,4,14,1,5.5
Female,Service,Yes,2,3,4.4,0.25,35,7.2,4,4,3,15,2,7.5
Female,Service,No,3,6,5.3,0.36,42,7.1,4,3,2,9,5,7.5
Female,Product,Yes,2,5,4.1,0.32,39,6.6,3,4,2,5,4,7.0
Female,Service,Yes,1,3,5.2,0.4,42,7.4,4,4,2,18,4,7.5
Female,Service,Yes,1,4,4.8,0.33,41,7.8,3,5,1,16,2,8.0
Male,Service,No,0,2,3.8,0.25,35,7.0,4,4,2,11,5,7.0
Male,Service,No,1,3,6.1,0.39,38,8.1,3,4,1,18,3,8.5
Male,Service,No,3,4,4.7,0.38,42,7.3,4,4,1,10,5,7.5
Female,Service,No,3,6,7.0,0.59,52,6.1,1,2,4,13,1,6.5
Male,Service,No,2,4,6.2,0.54,48,5.1,1,3,5,14,1,5.5
Male,Service,No,3,6,6.4,0.51,51,5.3,2,1,5,10,1,5.5
Female,Service,No,1,1,0.0,0.0,38,7.1,4,5,1,4,2,7.5
Female,Service,Yes,1,2,3.4,0.28,43,6.0,3,4,3,6,2,6.0
Female,Service,No,1,3,3.9,0.31,37,6.1,4,4,2,14,5,6.5
Female,Product,No,2,3,3.7,0.28,43,6.7,3,4,1,17,4,7.0
Female,Service,No,3,6,7.3,0.59,49,5.5,1,3,4,19,1,5.5
Male,Product,Yes,1,3,5.2,0.31,41,7.8,3,4,1,11,5,8.0
Female,Service,Yes,2,5,3.9,0.31,41,6.1,3,3,1,11,4,6.5
Female,Service,Yes,0,1,4.0,0.26,44,7.5,4,3,1,16,5,7.5
Male,Service,Yes,2,4,6.125300204574443,0.49,51,6.2,1,3,5,18,0,6.5
Male,Service,Yes,2,3,4.7,0.36,41,7.3,5,5,3,18,5,7.5
Female,Service,Yes,3,5,6.4,0.46,48,6.0,2,3,5,14,1,6.0
Female,Service,Yes,2,3,4.8,0.44,54,5.3,1,2,4,12,0,5.5
Female,Service,No,1,1,1.7,0.1,43,6.6,4,5,2,17,5,7.0
Female,Service,Yes,4,8,7.2,0.64,58,5.6,2,2,4,4,1,6.0
Female,Product,Yes,3,5,5.2,0.44,57,5.3,2,1,4,12,1,5.5
Male,Service,Yes,2,5,4.7,0.42,51,5.7,1,3,5,9,0,6.0
Female,Service,Yes,1,1,3.3,0.17,39,7.0,3,4,3,9,4,7.0
Female,Service,No,2,5,7.3,0.63,50,5.4,1,3,4,13,1,5.5
Female,Product,Yes,2,5,5.3,0.38,41,6.9,4,5,2,18,5,7.0
Male,Service,No,1,2,5.5,0.47,57,6.2,2,3,4,13,0,6.5
Female,Product,Yes,1,3,3.6,0.14,36,7.6,3,5,3,8,2,8.0
Male,Product,Yes,1,3,3.865039847256031,0.25,42,6.8,3,4,3,10,4,7.0
Female,Service,No,0,2,4.9,0.27,42,6.1,3,4,2,12,3,6.5
Female,Service,No,2,5,6.5,0.51,55,4.8,1,3,4,12,1,5.0
Female,Service,Yes,1,3,6.3,0.45,53,4.9,1,1,4,15,1,5.0
Female,Service,Yes,1,3,5.8,0.4,36,6.5,4,3,3,12,4,6.5
Female,Service,Yes,3,6,4.8,0.39,42,6.6,4,3,2,8,4,7.0
Male,Service,No,1,3,4.4,0.31,41,7.4,3,5,2,6,4,7.5
Male,Service,Yes,5,10,10.690436038397811,1.0,58,5.5,2,2,4,14,0,5.5
Female,Product,Yes,1,3,4.3,0.39,44,7.1,5,3,3,15,5,7.5
Male,Product,Yes,2,4,5.2,0.47,56,6.4,1,1,4,18,1,6.5
Male,Service,Yes,2,4,3.1031536829182182,0.17,43,7.1,4,3,3,15,2,7.5
Male,Service,No,1,3,6.6,0.42,54,5.5,2,1,5,14,0,5.5
Male,Product,No,3,6,6.9,0.63,52,4.7,2,2,5,6,0,5.0
Female,Service,Yes,4,7,7.7,0.79,52,4.9,2,2,5,9,1,5.0
Female,Service,Yes,1,3,4.2,0.37,38,7.7,4,5,3,13,5,8.0
Female,Product,Yes,1,3,6.5,0.49,57,5.1,2,3,5,18,1,5.5
Male,Product,No,2,4,3.4,0.16,42,7.1,4,5,1,5,2,7.5
Male,Product,No,3,4,5.7,0.43,59,5.6,1,1,4,15,0,6.0
Male,Service,Yes,2,6,7.6,0.7,55,5.1,2,2,4,5,0,5.5
Male,Service,Yes,4,7,6.2,0.61,49,5.9,2,3,5,9,0,6.0
Female,Service,Yes,1,3,3.5,0.29,38,7.7,5,4,1,11,5,8.0
Male,Service,Yes,2,5,7.6,0.62,50,5.9,1,3,5,17,0,6.0
Male,Product,Yes,2,4,5.7,0.43,51,5.6,2,2,4,4,0,6.0
Male,Product,No,1,4,4.9,0.33,36,5.9,5,3,3,4,4,6.0
Female,Product,Yes,3,6,8.0,0.65,51,5.6,2,2,4,11,1,6.0
Female,Product,No,3,5,5.9,0.56,59,5.9,2,3,4,18,1,6.0
Male,Service,No,2,5,6.3,0.59,53,5.6,1,1,4,18,1,6.0
Female,Service,Yes,1,2,3.5,0.26,39,7.0,5,4,1,19,3,7.0
Male,Service,Yes,2,6,7.3,0.58,50,6.3,2,1,5,19,1,6.5
Male,Service,No,3,7,8.4,0.7,58,5.2,1,1,4,6,1,5.5
Male,Service,Yes,3,5,6.6,0.48,54,6.0,2,3,5,11,1,6.0
Male,Service,Yes,2,4,5.9,0.42,55,5.5,2,3,4,11,0,5.5
Male,Service,Yes,1,3,5.1,0.3,41,7.0,4,5,2,4,3,7.0
Female,Service,Yes,1,2,4.3,0.21,42,6.7,5,3,3,17,5,7.0
Female,Service,No,2,3,3.5,0.3,37,6.4,5,5,1,12,3,6.5
Male,Product,Yes,2,5,8.303072670125871,0.73,51,5.7,2,3,4,7,1,6.0
Male,Service,Yes,1,2,2.1,0.17,35,6.4,5,5,1,10,5,6.5
Male,Service,Yes,0,1,2.7100914393189024,0.12,38,6.4,5,3,3,18,5,6.5
Female,Service,No,4,8,9.0,0.75,49,6.2,1,3,4,16,1,6.5
Female,Product,Yes,1,2,3.8,0.19,40,7.2,3,5,2,8,2,7.5
Female,Service,No,1,2,2.694328631097929,0.12,41,6.9,5,3,3,8,3,7.0
Male,Product,Yes,2,4,4.763015598902566,0.35,37,6.5,5,3,2,18,4,6.5
Male,Service,Yes,2,4,7.7,0.59,49,5.8,1,1,5,16,0,6.0
Female,Product,No,1,2,6.4,0.45,59,4.7,1,1,5,6,1,5.0
Female,Service,Yes,1,2,3.4,0.17,41,7.4,3,4,1,10,4,7.5
Male,Service,Yes,1,2,4.5,0.35,39,7.7,3,5,3,7,3,8.0
Female,Service,Yes,0,1,3.2,0.17,40,7.2,4,4,1,3,4,7.5
Male,Service,Yes,2,6,7.4,0.54,55,5.6,2,3,5,11,0,6.0
Female,Product,No,2,3,3.3,0.15,35,6.3,3,4,1,11,3,6.5
Male,Service,Yes,2,5,7.0,0.47,49,5.4,2,3,5,14,0,5.5
Male,Product,Yes,2,3,6.6,0.47,55,5.5,1,3,4,7,0,5.5
Female,Service,No,2,5,8.3,0.63,55,6.5,2,2,5,18,1,6.5
Male,Product,Yes,3,6,5.078611290104199,0.39,43,6.5,3,3,2,8,3,6.5
Male,Service,No,3,7,8.1,0.7,51,5.1,1,1,4,8,0,5.5
Male,Service,No,2,5,6.4,0.53,55,6.7,2,2,5,9,1,7.0
Male,Product,Yes,4,8,8.7,0.8,57,6.0,2,1,5,16,0,6.0
Female,Service,No,5,10,8.7,0.84,51,5.8,2,3,5,13,0,6.0
Male,Product,Yes,2,4,7.0,0.48,48,5.9,2,2,5,15,0,6.0
Male,Product,No,4,6,7.3,0.61,51,5.4,1,1,4,6,1,5.5
Male,Product,Yes,1,2,3.1,0.2,44,7.0,5,4,3,19,4,7.0
Male,Service,No,2,5,7.5,0.61,54,5.8,1,1,5,5,0,6.0
Male,Service,No,4,7,8.4,0.72,56,5.0,1,2,5,9,0,5.0
Male,Service,No,2,2,3.0,0.23,42,7.3,3,3,2,14,2,7.5
Male,Service,Yes,3,4,5.9,0.36,37,6.9,3,3,2,17,4,7.0
Male,Product,Yes,1,3,6.215576122619012,0.5,57,4.9,2,2,4,4,0,5.0
Female,Product,Yes,2,4,5.2,0.42,49,4.9,1,3,5,8,0,5.0
Male,Service,Yes,2,4,4.3,0.32,41,6.4,5,3,1,12,2,6.5
Female,Service,Yes,0,1,4.7,0.23,40,7.9,5,5,3,14,2,8.0
Female,Product,No,4,8,7.5,0.75,49,5.8,2,2,4,14,1,6.0
Male,Product,No,0,2,4.328275630005753,0.3,37,6.1,5,3,2,10,4,6.5
Female,Service,No,2,6,8.0,0.63,51,5.8,2,3,4,15,0,6.0
Male,Product,Yes,3,6,4.7,0.39,39,7.3,5,4,2,16,4,7.5
Male,Service,Yes,3,6,6.0,0.45,48,5.8,2,2,5,7,0,6.0
Female,Service,Yes,2,3,4.6,0.27,42,6.9,4,3,2,14,3,7.0
Female,Product,Yes,1,2,4.9,0.28,35,7.6,5,3,2,4,4,8.0
Male,Service,No,5,10,9.1,0.91,48,5.8,2,2,5,15,1,6.0
Female,Product,Yes,4,7,8.2,0.81,49,5.1,1,2,5,16,0,5.5
Male,Service,No,2,4,4.9,0.44,51,5.7,1,2,4,17,0,6.0
Male,Product,No,1,4,6.5,0.53,49,6.0,1,2,4,17,1,6.0
Female,Service,Yes,3,5,7.862671095187002,0.68,49,5.7,2,1,4,14,0,6.0
Female,Product,Yes,1,2,4.4,0.31,40,7.5,5,3,1,11,5,7.5
Female,Product,No,3,4,6.6,0.45,59,6.4,2,3,5,9,1,6.5
Female,Service,No,2,5,6.531103938251801,0.54,55,4.9,1,1,4,13,1,5.0
Male,Product,Yes,3,5,5.9,0.43,52,5.2,1,2,4,6,0,5.5
Male,Service,No,3,6,8.0,0.67,51,5.0,1,3,4,16,0,5.0
Male,Service,Yes,2,2,2.6,0.19,36,7.0,4,3,1,9,4,7.0
Female,Service,Yes,2,4,5.3,0.41,54,6.1,2,1,4,7,1,6.5
Male,Product,No,4,8,9.1,0.79,55,5.2,2,1,5,14,0,5.5
Female,Service,Yes,1,2,3.7,0.19,36,7.4,5,5,1,19,4,7.5
Male,Service,No,3,6,7.6,0.63,50,6.0,1,3,5,18,1,6.0
Female,Service,No,2,4,7.9,0.66,52,6.1,1,3,4,19,0,6.5
Male,Service,Yes,3,5,3.9,0.34,37,7.4,5,4,1,11,3,7.5
Female,Service,Yes,1,3,5.2,0.48,53,5.2,2,2,4,14,1,5.5
Female,Service,Yes,1,4,5.5,0.42,53,6.0,2,1,4,6,0,6.0
Female,Product,Yes,1,1,3.63103714991398,0.22,42,6.5,4,3,1,10,4,6.5
Female,Service,Yes,2,5,5.2,0.43,57,5.9,2,2,4,11,1,6.0
Male,Product,Yes,2,5,7.2,0.6,53,5.6,1,2,4,12,0,6.0
Male,Service,Yes,1,3,3.8,0.15,42,6.3,4,4,3,14,3,6.5
Female,Service,No,3,4,5.4,0.46,59,5.6,2,1,4,17,1,6.0
Female,Service,Yes,1,2,3.0,0.25,37,6.6,4,5,3,11,4,7.0
Female,Product,Yes,1,3,3.7,0.31,41,6.7,3,3,2,5,3,7.0
Female,Service,Yes,3,5,5.0,0.3,36,6.9,4,5,2,8,4,7.0
Male,Product,No,4,7,6.891347766217228,0.58,48,5.8,1,3,5,3,1,6.0
Female,Service,Yes,3,5,6.202775241418231,0.5,51,5.3,1,3,5,10,1,5.5
Male,Product,No,3,7,7.3,0.73,56,4.9,2,3,4,7,0,5.0
Male,Service,No,3,6,8.0,0.6,55,5.5,1,1,5,4,1,5.5
Male,Service,Yes,4,7,6.0,0.53,53,4.8,1,3,5,4,1,5.0
Female,Service,Yes,2,3,6.4,0.46,53,5.7,2,2,5,11,1,6.0
Male,Product,Yes,3,7,7.4,0.55,57,6.0,2,3,5,14,0,6.0
Male,Service,Yes,2,4,5.7,0.34,39,6.7,5,3,3,12,3,7.0
Male,Service,Yes,2,6,8.9,0.7,58,4.9,2,3,5,8,0,5.0
Male,Service,Yes,0,1,2.3182201815582606,0.08,39,7.3,3,5,2,5,5,7.5
Female,Product,Yes,1,4,4.6,0.31,38,7.5,4,4,2,11,3,7.5
Female,Product,Yes,3,7,8.1,0.72,52,6.5,2,2,5,18,1,6.5
Male,Product,Yes,3,5,4.4,0.27,43,7.0,3,5,2,3,4,7.0
Male,Product,Yes,1,2,2.8,0.14,44,6.1,4,3,2,6,2,6.5
Female,Product,Yes,0,1,0.2,0.0,38,7.6,3,3,3,11,3,8.0
Female,Service,Yes,3,5,5.7,0.5,55,5.3,1,1,4,4,1,5.5
Female,Service,No,2,3,4.6,0.27,42,7.7,4,3,2,8,5,8.0
Female,Service,Yes,2,4,6.5,0.48,54,5.4,1,1,5,10,1,5.5
Male,Service,Yes,2,3,5.2,0.44,55,4.9,1,2,4,8,0,5.0
Female,Product,No,2,3,4.2,0.28,40,7.2,5,3,3,5,2,7.5
Female,Product,No,1,3,4.4,0.38,38,7.8,5,3,3,10,5,8.0
Male,Service,Yes,0,1,1.7,0.14,44,8.4,4,5,1,13,5,8.5
Male,Service,Yes,4,8,8.6,0.73,59,6.0,1,2,4,9,1,6.0
Female,Product,Yes,0,1,0.7,0.0,37,6.1,4,4,2,5,4,6.5
Male,Service,Yes,2,4,5.3,0.36,35,7.0,5,4,3,19,5,7.0
Male,Service,Yes,2,5,6.2,0.46,56,5.6,1,2,4,14,0,6.0
Female,Service,Yes,0,1,2.8777914875306267,0.14,38,7.5,4,5,2,4,5,7.5
Female,Service,No,2,4,4.7,0.3,37,7.1,5,4,1,19,3,7.5
Male,Service,No,3,6,7.7,0.58,57,4.4,1,2,5,10,1,4.5
Female,Service,No,4,9,8.8,0.95,51,5.1,2,2,5,19,0,5.5
Female,Product,No,3,5,5.4,0.46,49,5.5,1,2,5,6,1,5.5
Male,Service,Yes,4,9,8.0,0.84,59,4.9,1,3,4,4,1,5.0
Male,Service,Yes,1,1,1.5,0.03,38,8.6,5,4,2,10,3,9.0
Female,Product,Yes,4,8,6.5,0.56,49,5.7,2,3,4,5,0,6.0
Female,Service,Yes,2,5,5.3,0.46,57,6.4,1,2,5,14,0,6.5
Male,Service,No,2,3,4.3,0.28,44,5.8,3,3,3,18,4,6.0
Female,Service,Yes,2,4,5.0,0.4,39,5.6,4,3,1,6,5,6.0
Female,Product,No,1,3,6.700710678782733,0.55,56,5.8,1,1,5,17,0,6.0
Female,Product,No,3,6,7.6,0.58,56,4.3,2,3,4,8,0,4.5
Male,Service,Yes,3,5,5.8,0.41,50,5.6,1,3,4,5,1,6.0
Female,Service,Yes,2,3,7.1,0.5,58,5.6,2,2,4,4,1,6.0
Male,Product,Yes,3,7,8.5,0.8,56,4.9,1,1,5,13,0,5.0
Male,Service,Yes,2,5,4.5,0.38,43,6.8,3,5,2,12,4,7.0
Male,Product,No,4,7,7.5,0.6,51,5.7,1,1,4,16,0,6.0
Female,Service,Yes,0,1,1.0,0.06,41,6.1,5,5,3,10,3,6.5
Female,Service,Yes,1,1,2.8,0.09,44,6.2,5,5,1,5,2,6.5
Male,Service,No,2,5,7.9,0.59,52,5.7,1,2,5,4,1,6.0
Female,Service,Yes,1,1,2.8,0.17,36,7.0,3,3,3,12,3,7.0
Male,Product,Yes,0,2,2.1,0.17,44,6.8,5,4,2,4,4,7.0
Female,Product,Yes,1,4,5.4,0.38,36,8.5,5,4,3,13,5,8.5
Male,Service,Yes,1,3,2.9,0.16,44,6.3,5,5,3,16,2,6.5
Female,Service,Yes,3,5,4.6,0.34,36,6.8,3,4,1,11,2,7.0
Male,Service,No,3,5,6.9,0.6,57,5.6,1,1,5,5,0,6.0
